Date,Open,High,Low,Close,Volume,Adj Close
2008-02-27,8401.12,8462.08,8362.94,8462.08,6403600,8462.08
2008-02-26,8379.55,8386.54,8258.87,8307.67,6403800,8307.67
2008-02-25,8228.92,8307.75,8228.92,8286.31,6325000,8286.31
2008-02-22,8013.35,8108.71,7986.97,8108.71,4923400,8108.71
2008-02-21,7982.35,8085.93,7972.13,8085.93,4585400,8085.93
2008-02-20,8000.12,8040.83,7855.48,7894.47,4148400,7894.47
2008-02-19,7985.47,8024.41,7932.79,8024.41,4502800,8024.41
2008-02-15,7766.49,7888.15,7761.93,7876.37,3882600,7876.37
2008-02-14,7711.45,7865.28,7707.00,7865.28,4326600,7865.28
2008-02-13,7644.80,7655.89,7533.60,7550.55,3561200,7550.55
2008-02-12,7568.30,7619.98,7530.37,7553.30,3811000,7553.30
2008-02-01,7613.58,7706.03,7583.65,7673.99,4123200,7673.99
2008-01-31,7528.18,7579.43,7400.74,7521.13,4342600,7521.13
2008-01-30,7604.29,7667.07,7507.52,7543.50,4061000,7543.50
2008-01-29,7593.71,7603.38,7447.44,7576.42,3867400,7576.42
2008-01-28,7678.81,7705.61,7478.20,7485.79,3969400,7485.79
2008-01-25,7648.29,7739.59,7648.29,7739.59,4640400,7739.59
2008-01-24,7639.23,7653.08,7412.97,7517.05,5326400,7517.05
2008-01-23,7708.27,7708.27,7384.61,7408.40,5692200,7408.40
2008-01-22,7595.17,7741.99,7566.75,7581.96,4674600,7581.96
2008-01-21,8167.48,8220.63,8099.59,8110.20,5519000,8110.20
2008-01-18,7934.86,8184.65,7883.91,8184.65,5977400,8184.65
2008-01-17,8245.19,8300.29,8004.47,8101.63,6393800,8101.63
2008-01-16,8286.31,8375.06,8179.54,8179.54,7645200,8179.54
2008-01-15,8316.24,8546.20,8312.02,8428.84,7548600,8428.84
2008-01-14,8254.00,8260.88,8097.68,8173.41,6106000,8173.41
2008-01-11,8134.11,8151.95,8026.34,8029.31,3920400,8029.31
2008-01-10,8153.08,8177.13,8057.27,8057.27,4480000,8057.27
2008-01-09,7842.16,8085.06,7818.31,8085.06,4682400,8085.06
2008-01-08,7909.26,8011.07,7895.78,7962.91,4618800,7962.91
2008-01-07,7959.92,8015.93,7883.37,7883.37,4539800,7883.37
2008-01-04,8134.04,8247.18,8097.85,8221.10,4603600,8221.10
2008-01-03,8171.68,8243.93,8130.41,8184.20,3636400,8184.20
2008-01-02,8491.57,8532.92,8319.58,8323.05,4372600,8323.05
2007-12-31,8450.32,8506.28,8414.79,8506.28,3607200,8506.28
2007-12-28,8269.32,8460.18,8269.32,8396.95,4325200,8396.95
2007-12-27,8169.19,8355.28,8169.19,8313.72,4360200,8313.72
2007-12-26,8125.45,8173.90,8071.63,8156.39,2853000,8156.39
2007-12-25,8166.18,8181.61,8119.85,8167.07,3340600,8167.07
2007-12-24,8074.44,8135.48,8061.31,8135.48,3149200,8135.48
2007-12-21,7903.14,8006.56,7810.27,7941.44,4020400,7941.44
2007-12-20,8044.17,8048.00,7840.71,7857.08,3574200,7857.08
2007-12-19,7881.01,8020.39,7865.48,8014.31,4126800,8014.31
2007-12-18,7730.79,7913.88,7664.62,7807.39,5093400,7807.39
2007-12-17,8041.60,8092.96,7830.85,7830.85,4238600,7830.85
2007-12-14,8186.25,8202.94,7922.66,8118.08,5018200,8118.08
2007-12-13,8485.56,8522.14,8187.95,8187.95,4780800,8187.95
2007-12-12,8495.59,8554.12,8451.65,8490.84,3783000,8490.84
2007-12-11,8648.88,8659.36,8569.54,8638.33,3011800,8638.33
2007-12-10,8700.48,8706.58,8594.95,8598.03,3179600,8598.03
2007-12-07,8774.57,8804.93,8722.38,8722.38,4121200,8722.38
2007-12-06,8784.69,8797.61,8654.86,8694.41,4336000,8694.41
2007-12-05,8626.52,8705.87,8601.13,8676.95,4147000,8676.95
2007-12-04,8557.32,8656.89,8557.00,8651.28,3484000,8651.28
2007-12-03,8623.12,8645.62,8565.08,8583.84,3307600,8583.84
2007-11-30,8499.23,8590.63,8499.23,8586.40,4540600,8586.40
2007-11-29,8454.57,8481.45,8376.09,8447.03,4048000,8447.03
2007-11-28,8429.09,8440.12,8276.26,8276.26,3672600,8276.26
2007-11-27,8319.69,8454.36,8207.97,8375.76,4142800,8375.76
2007-11-26,8462.93,8534.27,8407.34,8528.33,3959000,8528.33
2007-11-23,8550.70,8559.05,8342.20,8342.20,3927200,8342.20
2007-11-22,8431.03,8573.74,8390.85,8499.37,3930800,8499.37
2007-11-21,8676.96,8704.08,8484.11,8484.11,4278200,8484.11
2007-11-20,8483.61,8680.86,8372.05,8680.86,4796600,8680.86
2007-11-19,8818.42,8838.28,8680.71,8680.71,3681800,8680.71
2007-11-16,8767.21,8790.57,8678.55,8764.82,4065000,8764.82
2007-11-15,8920.03,8962.21,8897.89,8905.41,3789200,8905.41
2007-11-14,8965.66,8993.89,8940.96,8942.93,4834800,8942.93
2007-11-13,8673.20,8742.41,8599.39,8727.21,4718400,8727.21
2007-11-12,8755.37,8765.51,8626.58,8670.61,4941200,8670.61
2007-11-09,8962.24,9016.73,8853.81,8970.92,5196200,8970.92
2007-11-08,9096.03,9105.63,8890.10,8937.58,5887000,8937.58
2007-11-07,9437.43,9437.43,9300.22,9300.22,5016400,9300.22
2007-11-06,9324.61,9368.46,9278.01,9292.80,4565600,9292.80
2007-11-05,9251.86,9313.85,9129.49,9308.60,5045200,9308.60
2007-11-02,9373.41,9433.07,9248.34,9273.09,5893000,9273.09
2007-11-01,9780.59,9785.75,9556.22,9598.23,6153600,9598.23
2007-10-31,9777.58,9787.90,9664.64,9711.37,5636800,9711.37
2007-10-30,9854.27,9859.65,9727.58,9757.93,5465400,9757.93
2007-10-29,9743.73,9822.37,9735.43,9809.88,5997200,9809.88
2007-10-26,9637.49,9661.94,9573.00,9631.51,4960800,9631.51
2007-10-25,9546.85,9573.29,9503.83,9568.26,4653800,9568.26
2007-10-24,9593.20,9640.49,9442.62,9442.62,4686600,9442.62
2007-10-23,9419.54,9512.56,9419.54,9502.39,4732400,9502.39
2007-10-22,9278.89,9381.65,9275.72,9360.63,4841400,9360.63
2007-10-19,9666.58,9673.96,9609.58,9611.72,4674200,9611.72
2007-10-18,9605.49,9667.07,9574.96,9637.07,5548400,9637.07
2007-10-17,9582.19,9616.26,9492.89,9562.16,4530400,9562.16
2007-10-16,9468.88,9618.03,9461.27,9592.47,5134200,9592.47
2007-10-15,9565.36,9577.04,9431.66,9518.45,4416000,9518.45
2007-10-12,9677.33,9731.16,9490.01,9496.47,5735600,9496.47
2007-10-11,9707.93,9729.47,9661.23,9697.67,5261600,9697.67
2007-10-09,9743.61,9743.61,9591.94,9639.83,5534400,9639.83
2007-10-08,9736.93,9744.97,9683.14,9717.17,5043600,9717.17
2007-10-05,9645.63,9670.13,9565.00,9617.26,4570200,9617.26
2007-10-04,9663.53,9676.35,9574.01,9627.39,5009200,9627.39
2007-10-03,9650.03,9783.75,9618.14,9700.07,6654200,9700.07
2007-10-02,9597.96,9642.95,9582.70,9623.25,6702600,9623.25
2007-10-01,9523.98,9555.07,9474.40,9488.50,6169000,9488.50
2007-09-28,9447.33,9474.05,9411.95,9411.95,5558800,9411.95
2007-09-27,9337.04,9413.65,9291.72,9413.65,6081200,9413.65
2007-09-26,9180.93,9269.62,9178.77,9257.47,5422200,9257.47
2007-09-21,9018.68,9105.28,8994.01,9105.28,5025000,9105.28
2007-09-20,8987.52,9109.52,8950.62,8983.03,4652800,8983.03
2007-09-19,9090.90,9090.90,8900.80,8926.38,5922000,8926.38
2007-09-17,9039.28,9044.37,8874.71,8899.91,3917000,8899.91
2007-09-14,8995.53,9046.51,8952.88,9031.63,3897200,9031.63
2007-09-13,9062.31,9062.31,8924.62,8927.42,4022800,8927.42
2007-09-12,9078.09,9084.97,9011.26,9018.12,4346400,9018.12
2007-09-11,8981.34,9017.30,8953.37,9003.12,4252000,9003.12
2007-09-10,8868.00,8953.45,8845.90,8937.58,3702800,8937.58
2007-09-07,9056.14,9078.47,9000.95,9018.08,4220600,9018.08
2007-09-06,8896.67,9017.08,8841.64,9017.08,3979000,9017.08
2007-09-05,9017.51,9026.30,8902.14,8913.85,4022400,8913.85
2007-09-04,9019.61,9027.77,8883.87,8922.98,4340200,8922.98
2007-09-03,9018.89,9019.41,8947.06,8979.96,4732000,8979.96
2007-08-31,8807.70,8982.16,8785.70,8982.16,5018800,8982.16
2007-08-30,8782.35,8825.92,8750.62,8771.21,4963200,8771.21
2007-08-29,8514.47,8643.32,8514.47,8643.32,4016600,8643.32
2007-08-28,8697.15,8753.39,8672.81,8727.55,3465200,8727.55
2007-08-27,8849.96,8849.96,8704.59,8718.31,3802600,8718.31
2007-08-24,8727.09,8741.64,8668.05,8690.09,4262400,8690.09
2007-08-23,8699.40,8735.10,8686.06,8732.84,4880200,8732.84
2007-08-22,8487.24,8512.45,8432.32,8493.46,4030000,8493.46
2007-08-21,8542.13,8586.73,8424.01,8479.08,4632800,8479.08
2007-08-20,8496.97,8516.75,8397.26,8515.60,4327200,8515.60
2007-08-17,8209.91,8307.37,7987.61,8090.29,5981200,8090.29
2007-08-16,8397.24,8438.08,8166.08,8201.37,5927000,8201.37
2007-08-15,8782.05,8808.59,8561.02,8593.04,5640000,8593.04
2007-08-14,8952.54,9023.26,8840.26,8910.99,4770600,8910.99
2007-08-13,9030.82,9030.93,8913.40,8938.96,5061000,8938.96
2007-08-10,8870.27,8969.31,8870.27,8931.31,5535000,8931.31
2007-08-09,9213.47,9219.02,9140.47,9182.60,5712600,9182.60
2007-08-08,8961.12,9099.46,8938.54,9099.46,4875000,9099.46
2007-08-07,9068.04,9068.83,8862.31,8862.31,4858800,8862.31
2007-08-06,8865.58,8960.75,8856.91,8941.73,4639600,8941.73
2007-08-03,9104.34,9134.60,9025.70,9057.82,5842800,9057.82
2007-08-02,9076.11,9080.07,8727.64,8950.57,7133200,8950.57
2007-08-01,9188.60,9265.70,8891.88,8891.88,8423400,8891.88
2007-07-31,9211.80,9307.81,9173.48,9287.25,7159400,9287.25
2007-07-30,9037.35,9136.45,8996.81,9072.57,7294800,9072.57
2007-07-27,9244.62,9376.95,9162.28,9162.28,9371200,9162.28
2007-07-26,9793.76,9807.91,9566.42,9566.42,10397800,9566.42
2007-07-25,9683.97,9763.26,9656.04,9740.13,8173600,9740.13
2007-07-24,9674.24,9745.32,9643.27,9744.06,9247000,9744.06
2007-07-23,9576.06,9637.18,9563.72,9621.57,7442400,9621.57
2007-07-20,9537.24,9585.90,9487.95,9585.90,7902400,9585.90
2007-07-19,9449.72,9529.35,9441.79,9473.31,8738400,9473.31
2007-07-18,9512.39,9574.69,9482.55,9485.35,9296000,9485.35
2007-07-17,9444.87,9513.95,9337.67,9509.73,7041800,9509.73
2007-07-16,9514.09,9539.20,9403.73,9417.32,8678600,9417.32
2007-07-13,9530.72,9540.35,9411.04,9471.30,8507000,9471.30
2007-07-12,9346.95,9400.37,9316.91,9354.41,8373600,9354.41
2007-07-11,9322.69,9341.32,9263.26,9290.95,8176800,9290.95
2007-07-10,9404.76,9404.76,9306.62,9384.73,7632600,9384.73
2007-07-09,9246.44,9369.84,9239.20,9369.84,8013400,9369.84
2007-07-06,9169.56,9199.66,9118.26,9188.31,7483000,9188.31
2007-07-05,9114.06,9148.78,9086.19,9148.78,7038200,9148.78
2007-07-04,9069.32,9112.74,9034.50,9068.98,7220200,9068.98
2007-07-03,8983.24,9019.93,8977.09,8996.20,6580400,8996.20
2007-07-02,8903.77,8939.49,8849.35,8939.49,5468400,8939.49
2007-06-29,8932.18,8932.95,8849.04,8883.21,5464800,8883.21
2007-06-28,8914.69,8914.69,8841.96,8892.83,5698600,8892.83
2007-06-27,8862.29,8887.88,8820.68,8844.22,5225800,8844.22
2007-06-26,8965.82,8983.96,8856.29,8865.75,5709600,8865.75
2007-06-25,8882.30,8985.93,8882.30,8939.19,6503800,8939.19
2007-06-22,8879.99,8884.03,8799.29,8846.39,5979200,8846.39
2007-06-21,8789.09,8871.72,8722.15,8851.99,5581200,8851.99
2007-06-20,8651.26,8761.88,8636.47,8755.88,6320400,8755.88
2007-06-15,8519.38,8578.33,8511.07,8573.64,5280000,8573.64
2007-06-14,8421.21,8476.13,8409.00,8450.72,4853400,8450.72
2007-06-13,8388.49,8388.49,8336.53,8346.39,4398600,8346.39
2007-06-12,8371.70,8396.22,8345.01,8370.26,4774400,8370.26
2007-06-11,8351.03,8359.75,8328.61,8338.88,4133600,8338.88
2007-06-08,8288.26,8308.45,8279.96,8300.71,4241600,8300.71
2007-06-07,8298.97,8368.56,8263.61,8355.26,3844000,8355.26
2007-06-06,8330.72,8376.97,8313.59,8314.68,4775800,8314.68
2007-06-05,8321.42,8321.42,8267.59,8303.99,4299400,8303.99
2007-06-04,8310.09,8317.60,8282.79,8294.79,4053200,8294.79
2007-06-01,8236.76,8261.67,8224.28,8249.90,4198400,8249.90
2007-05-31,8204.72,8220.81,8144.95,8144.95,4230600,8144.95
2007-05-30,8163.81,8177.76,8110.28,8147.34,3248600,8147.34
2007-05-29,8178.70,8229.44,8166.46,8181.49,3047000,8181.49
2007-05-28,8194.83,8201.65,8154.22,8156.82,2887600,8156.82
2007-05-25,8170.58,8170.58,8130.17,8159.97,3235600,8159.97
2007-05-24,8231.65,8249.48,8207.96,8216.41,3395800,8216.41
2007-05-23,8232.53,8256.25,8214.58,8221.79,3983000,8221.79
2007-05-22,8158.99,8205.89,8158.29,8188.63,4077400,8188.63
2007-05-21,8067.23,8159.26,8043.90,8141.59,3614200,8141.59
2007-05-18,8066.01,8075.21,8013.89,8034.14,2836000,8034.14
2007-05-17,8029.60,8080.63,8029.60,8037.96,3142400,8037.96
2007-05-16,7988.97,8014.88,7978.25,7988.57,2492000,7988.57
2007-05-15,8022.58,8041.55,7968.92,7975.03,2612000,7975.03
2007-05-14,8072.15,8072.15,8013.83,8030.56,2857600,8030.56
2007-05-11,8026.36,8049.50,8018.64,8031.54,2934200,8031.54
2007-05-10,8094.72,8105.09,8071.50,8096.86,3357000,8096.86
2007-05-09,8092.10,8093.51,8043.46,8052.70,2886200,8052.70
2007-05-08,8111.51,8113.31,8083.18,8095.84,2965800,8095.84
2007-05-07,8122.20,8132.80,8095.04,8115.27,3750000,8115.27
2007-05-04,7990.97,8066.06,7990.97,8066.06,3767600,8066.06
2007-05-03,7954.16,7965.93,7861.43,7926.66,4287600,7926.66
2007-05-02,7900.76,7951.69,7890.54,7903.04,3193200,7903.04
2007-04-30,7956.03,7956.03,7843.05,7875.42,3466400,7875.42
2007-04-27,8019.49,8026.51,7949.42,7949.42,3479200,7949.42
2007-04-26,8046.72,8052.55,8000.04,8000.04,3566400,8000.04
2007-04-25,8035.74,8041.27,7984.65,7984.65,3929400,7984.65
2007-04-24,8011.81,8051.67,7998.22,8045.01,4030600,8045.01
2007-04-23,8009.55,8062.70,8006.42,8010.46,4000600,8010.46
2007-04-20,7915.91,7945.70,7912.49,7942.67,3683600,7942.67
2007-04-19,7978.59,7991.69,7883.92,7888.63,4428800,7888.63
2007-04-18,7981.36,8003.31,7946.35,8003.31,3931400,8003.31
2007-04-17,8100.61,8100.61,7952.18,7959.29,5567400,7959.29
2007-04-16,8088.83,8096.84,8030.50,8043.54,4500200,8043.54
2007-04-13,8100.08,8108.50,7999.69,8002.30,4552400,8002.30
2007-04-12,8043.78,8090.94,8039.13,8075.20,4192200,8075.20
2007-04-11,8073.67,8105.82,8055.67,8084.45,4297800,8084.45
2007-04-10,8064.54,8064.54,8002.49,8048.39,4616600,8048.39
2007-04-09,8048.34,8066.77,8026.33,8056.56,4772200,8056.56
2007-04-04,7989.65,8021.59,7970.46,8004.61,4993200,8004.61
2007-04-03,7894.87,7932.91,7879.88,7932.91,4498600,7932.91
2007-04-02,7888.17,7931.99,7866.59,7884.99,4390000,7884.99
2007-03-30,7877.75,7888.82,7839.91,7884.41,4225600,7884.41
2007-03-29,7765.07,7863.63,7764.05,7848.33,4128600,7848.33
2007-03-28,7832.62,7841.40,7769.30,7788.14,3720800,7788.14
2007-03-27,7876.76,7928.03,7839.22,7845.17,4038400,7845.17
2007-03-26,7878.59,7887.33,7853.15,7877.82,3623800,7877.82
2007-03-23,7834.62,7879.09,7806.89,7859.32,3837000,7859.32
2007-03-22,7843.64,7856.99,7822.63,7823.67,3989400,7823.67
2007-03-21,7780.30,7784.19,7746.35,7757.03,3279800,7757.03
2007-03-20,7784.27,7798.27,7736.20,7736.20,3932400,7736.20
2007-03-19,7739.56,7759.66,7713.78,7737.46,3562800,7737.46
2007-03-16,7707.15,7743.37,7676.39,7719.80,4291000,7719.80
2007-03-15,7631.67,7708.98,7631.67,7695.96,4206400,7695.96
2007-03-14,7552.73,7575.52,7526.48,7570.27,3609400,7570.27
2007-03-13,7664.70,7694.59,7661.76,7684.00,3403200,7684.00
2007-03-12,7611.15,7640.14,7590.82,7629.15,3009600,7629.15
2007-03-09,7615.81,7619.35,7550.83,7568.20,3310400,7568.20
2007-03-08,7517.77,7573.87,7510.44,7573.87,3586200,7573.87
2007-03-07,7516.21,7519.46,7449.67,7480.89,3883200,7480.89
2007-03-06,7379.08,7452.84,7349.98,7451.06,3320600,7451.06
2007-03-05,7565.95,7565.95,7306.07,7344.56,4410800,7344.56
2007-03-02,7653.35,7695.15,7625.99,7670.77,3742200,7670.77
2007-03-01,7707.63,7761.40,7663.17,7678.67,4230600,7678.67
2007-02-27,7908.79,7939.50,7881.92,7901.96,3971200,7901.96
2007-02-26,7939.40,7950.20,7899.55,7900.20,4170000,7900.20
2007-02-14,7800.98,7812.18,7764.31,7809.45,3006200,7809.45
2007-02-13,7782.07,7800.87,7725.81,7736.83,2776200,7736.83
2007-02-12,7826.46,7826.46,7764.51,7776.36,2787000,7776.36
2007-02-09,7847.18,7884.55,7822.53,7859.53,3363400,7859.53
2007-02-08,7875.52,7884.73,7790.63,7842.22,2895200,7842.22
2007-02-07,7894.77,7894.77,7850.06,7850.06,3214400,7850.06
2007-02-06,7816.30,7875.75,7802.94,7875.75,3497800,7875.75
2007-02-05,7786.77,7823.94,7772.05,7783.12,2786200,7783.12
2007-02-02,7754.16,7801.63,7751.53,7777.03,3134800,7777.03
2007-02-01,7751.30,7757.63,7679.78,7701.54,2706600,7701.54
2007-01-31,7759.79,7778.69,7637.54,7699.64,3180000,7699.64
2007-01-30,7763.53,7778.24,7725.41,7739.91,3010000,7739.91
2007-01-29,7831.57,7838.92,7746.37,7751.79,3143600,7751.79
2007-01-26,7825.75,7883.50,7793.91,7821.32,3465200,7821.32
2007-01-25,7982.64,7990.55,7917.65,7923.77,4337000,7923.77
2007-01-24,7943.24,7949.48,7916.39,7935.54,4488800,7935.54
2007-01-23,7837.44,7869.55,7818.58,7852.36,3795400,7852.36
2007-01-22,7866.17,7871.01,7784.21,7842.47,4297000,7842.47
2007-01-19,7859.47,7892.61,7840.08,7840.08,4385000,7840.08
2007-01-18,7852.26,7896.95,7830.23,7895.18,4237200,7895.18
2007-01-17,7757.80,7841.26,7747.58,7833.98,4016600,7833.98
2007-01-16,7792.77,7831.20,7780.65,7792.08,3743600,7792.08
2007-01-15,7809.91,7814.85,7741.49,7783.50,3817600,7783.50
2007-01-12,7713.63,7769.31,7704.39,7761.71,4478600,7761.71
2007-01-11,7724.10,7748.96,7599.55,7618.55,5735400,7618.55
2007-01-10,7737.25,7748.79,7682.82,7698.52,5153200,7698.52
2007-01-09,7778.38,7827.93,7778.38,7790.01,4516000,7790.01
2007-01-08,7778.57,7797.57,7736.11,7736.71,4292400,7736.71
2007-01-05,7940.20,7942.23,7821.71,7835.57,5181400,7835.57
2007-01-04,7929.89,7955.90,7901.24,7934.51,5717400,7934.51
2007-01-03,7954.96,7999.42,7917.30,7917.30,5951400,7917.30
2007-01-02,7871.41,7937.26,7843.60,7920.80,5710600,7920.80
2006-12-29,7747.62,7823.72,7747.62,7823.72,4915000,7823.72
2006-12-28,7777.86,7782.42,7720.29,7732.93,4540000,7732.93
2006-12-27,7761.09,7790.31,7733.18,7733.18,5135000,7733.18
2006-12-26,7668.92,7749.46,7668.92,7727.59,5094600,7727.59
2006-12-25,7658.05,7667.44,7635.16,7646.81,3786800,7646.81
2006-12-22,7636.73,7660.33,7621.48,7652.47,3634800,7652.47
2006-12-21,7655.64,7685.88,7614.45,7620.94,4726600,7620.94
2006-12-20,7627.94,7661.94,7614.71,7648.35,4862200,7648.35
2006-12-19,7624.75,7648.76,7598.88,7598.88,4629400,7598.88
2006-12-18,7568.82,7648.06,7561.88,7624.62,4289400,7624.62
2006-12-15,7546.81,7568.02,7531.48,7538.82,4302600,7538.82
2006-12-14,7456.31,7492.30,7428.38,7480.41,3802600,7480.41
2006-12-13,7480.04,7494.49,7369.09,7450.30,4593600,7450.30
2006-12-12,7604.75,7604.75,7441.01,7458.56,5038400,7458.56
2006-12-11,7635.69,7635.72,7582.62,7612.12,4119800,7612.12
2006-12-08,7658.04,7658.04,7601.30,7636.30,4391200,7636.30
2006-12-07,7697.12,7716.85,7669.22,7686.52,5082000,7686.52
2006-12-06,7634.79,7697.24,7620.98,7693.33,4674400,7693.33
2006-12-05,7700.15,7703.25,7575.14,7609.90,6159200,7609.90
2006-12-04,7622.09,7659.84,7590.92,7647.01,6067800,7647.01
2006-12-01,7587.51,7621.81,7557.62,7613.57,6260800,7613.57
2006-11-30,7527.47,7567.72,7500.24,7567.72,5726800,7567.72
2006-11-29,7476.54,7513.51,7431.87,7474.19,5273000,7474.19
2006-11-28,7447.67,7483.43,7444.94,7444.94,5025800,7444.94
2006-11-27,7494.59,7506.07,7463.88,7498.15,5589200,7498.15
2006-11-24,7394.75,7427.36,7366.08,7427.36,4488200,7427.36
2006-11-23,7371.30,7430.90,7368.01,7384.69,5207800,7384.69
2006-11-22,7330.01,7350.63,7314.36,7348.77,4604400,7348.77
2006-11-21,7258.63,7320.06,7245.42,7309.69,4161600,7309.69
2006-11-20,7266.40,7270.28,7228.97,7261.48,4126200,7261.48
2006-11-17,7282.38,7287.91,7251.65,7259.54,4341200,7259.54
2006-11-16,7272.50,7290.25,7240.25,7257.48,4700000,7257.48
2006-11-15,7254.47,7269.01,7229.02,7236.85,4926600,7236.85
2006-11-14,7185.66,7216.64,7168.85,7204.04,4906000,7204.04
2006-11-13,7182.78,7191.09,7136.06,7136.06,3744600,7136.06
2006-11-10,7159.80,7176.06,7130.57,7174.20,3426600,7174.20
2006-11-09,7209.90,7242.45,7146.72,7151.13,5517600,7151.13
2006-11-08,7200.77,7207.33,7176.66,7178.34,4177600,7178.34
2006-11-07,7198.90,7219.06,7180.75,7184.65,4562600,7184.65
2006-11-06,7036.89,7160.66,7036.89,7120.44,3831400,7120.44
2006-11-03,7079.71,7186.98,7079.71,7161.61,4542400,7161.61
2006-11-02,7008.42,7089.70,7005.13,7078.10,3360600,7078.10
2006-11-01,7036.07,7058.69,7013.99,7013.99,3055200,7013.99
2006-10-31,7020.35,7025.21,7004.15,7021.32,2393000,7021.32
2006-10-30,7050.05,7050.05,6995.10,6995.20,2819400,6995.20
2006-10-27,7112.54,7132.29,7082.68,7086.74,3355400,7086.74
2006-10-26,7083.15,7119.55,7080.84,7080.84,3492600,7080.84
2006-10-25,7099.94,7110.93,7059.89,7059.89,3388400,7059.89
2006-10-24,7075.81,7120.24,7070.17,7097.42,3704800,7097.42
2006-10-23,7041.70,7043.48,7008.13,7040.26,3158600,7040.26
2006-10-20,7029.65,7048.09,7021.34,7039.37,3082000,7039.37
2006-10-19,7000.68,7045.99,6986.85,6995.83,3080000,6995.83
2006-10-18,7021.96,7035.45,6980.07,7017.60,3244000,7017.60
2006-10-17,7133.85,7133.85,7070.30,7075.13,3628600,7075.13
2006-10-16,7102.97,7159.85,7099.11,7151.42,4736800,7151.42
2006-10-13,7060.19,7096.51,7046.65,7068.80,4188000,7068.80
2006-10-12,7032.76,7039.93,6983.46,6984.58,3700800,6984.58
2006-10-11,6984.45,7022.49,6984.45,7006.67,3780000,7006.67
2006-10-05,6955.74,7004.42,6926.73,6997.24,4027200,6997.24
2006-10-04,6967.77,6980.67,6874.98,6874.98,3203200,6874.98
2006-10-03,6942.07,6976.62,6935.80,6956.88,3152200,6956.88
2006-10-02,6907.43,6961.78,6907.43,6960.95,3468400,6960.95
2006-09-29,6887.39,6903.72,6860.52,6883.05,2687800,6883.05
2006-09-28,6955.60,6961.92,6858.03,6885.12,3316200,6885.12
2006-09-27,6957.08,6961.71,6922.99,6946.27,3394200,6946.27
2006-09-26,6945.04,6958.79,6899.37,6901.75,2707200,6901.75
2006-09-25,6879.68,6921.36,6844.33,6911.21,2829800,6911.21
2006-09-22,6872.26,6890.90,6854.02,6885.60,2570800,6885.60
2006-09-21,6924.37,6938.93,6862.28,6889.89,3393400,6889.89
2006-09-20,6850.40,6890.63,6839.69,6877.77,2720000,6877.77
2006-09-19,6897.59,6915.08,6858.85,6881.87,3209400,6881.87
2006-09-18,6784.77,6886.30,6775.12,6882.48,3550400,6882.48
2006-09-15,6585.03,6681.09,6575.87,6681.09,2236400,6681.09
2006-09-14,6687.57,6691.51,6550.03,6598.87,2937200,6598.87
2006-09-13,6687.71,6690.29,6631.97,6664.87,2316600,6664.87
2006-09-12,6698.38,6698.38,6620.71,6625.73,2422000,6625.73
2006-09-11,6714.36,6802.84,6674.55,6693.88,2738200,6693.88
2006-09-08,6664.11,6718.83,6654.77,6693.11,2326000,6693.11
2006-09-07,6638.79,6689.20,6630.25,6685.23,2200600,6685.23
2006-09-06,6712.80,6747.98,6661.56,6688.40,2688400,6688.40
2006-09-05,6764.95,6766.81,6725.58,6734.73,2724000,6734.73
2006-09-04,6706.51,6761.65,6706.51,6750.78,3043600,6750.78
2006-09-01,6631.83,6658.13,6625.23,6651.46,2553800,6651.46
2006-08-31,6647.67,6667.62,6611.77,6611.77,2909800,6611.77
2006-08-30,6523.68,6602.81,6523.68,6587.12,2964000,6587.12
2006-08-29,6485.98,6500.89,6460.67,6479.91,2170800,6479.91
2006-08-28,6515.08,6515.08,6422.38,6444.76,2308600,6444.76
2006-08-25,6594.82,6600.94,6526.22,6526.22,2193400,6526.22
2006-08-24,6540.03,6570.62,6525.36,6550.64,2255800,6550.64
2006-08-23,6584.66,6587.46,6454.71,6556.33,2765800,6556.33
2006-08-22,6524.72,6590.20,6517.28,6590.20,2441800,6590.20
2006-08-21,6715.72,6715.72,6498.18,6505.92,3356200,6505.92
2006-08-18,6761.40,6761.40,6719.75,6721.08,2895800,6721.08
2006-08-17,6752.99,6761.79,6722.58,6733.46,3923000,6733.46
2006-08-16,6686.23,6699.83,6663.07,6696.63,3827600,6696.63
2006-08-15,6628.50,6628.50,6595.35,6615.13,2668600,6615.13
2006-08-14,6588.47,6634.73,6587.36,6611.90,2632200,6611.90
2006-08-11,6612.48,6617.23,6559.27,6571.10,3074800,6571.10
2006-08-10,6555.28,6606.28,6555.28,6578.61,3393200,6578.61
2006-08-09,6493.89,6574.49,6488.59,6573.22,2914200,6573.22
2006-08-08,6442.68,6502.14,6441.16,6502.14,2314800,6502.14
2006-08-07,6425.99,6450.06,6405.09,6416.61,2215200,6416.61
2006-08-04,6483.07,6491.67,6421.55,6442.61,2714200,6442.61
2006-08-03,6496.01,6514.90,6460.03,6462.32,2971800,6462.32
2006-08-02,6426.23,6488.68,6421.78,6471.42,2553000,6471.42
2006-08-01,6464.59,6478.34,6435.93,6441.46,2440000,6441.46
2006-07-31,6528.23,6531.11,6428.26,6454.58,2743000,6454.58
2006-07-28,6450.04,6490.36,6448.37,6480.07,2875600,6480.07
2006-07-27,6379.40,6461.92,6373.11,6459.25,2664800,6459.25
2006-07-26,6389.49,6406.66,6360.11,6376.39,2422600,6376.39
2006-07-25,6433.32,6435.83,6390.99,6390.99,2636800,6390.99
